GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",97.090,96.482,94.698,93.160,93.399,93.781,92.905,91.810,93.656,93.927,94.357,94.936,93.907,94.216,93.591,94.224,95.370
 "17300","Clarksville, TN-KY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",90.503,90.043,91.408,93.820,92.981,92.810,92.337,92.461,93.589,92.113,88.588,89.452,88.761,90.379,91.071,91.653,90.947
 "17410","Cleveland, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",92.567,96.149,94.163,94.772,95.028,96.285,96.023,95.358,95.392,95.278,94.565,94.261,93.324,93.807,92.987,92.909,93.923
 "17420","Cleveland, TN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",87.932,86.653,87.341,86.786,89.331,90.219,89.286,88.092,88.562,85.072,88.200,86.718,86.637,87.728,89.218,90.428,88.080
 "17660","Coeur d'Alene, ID (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",98.136,95.072,93.182,94.304,94.867,96.454,96.148,96.635,97.499,97.550,94.016,90.601,93.039,93.678,93.713,97.626,98.293
 "17780","College Station-Bryan, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.133,94.318,95.857,95.565,96.451,95.228,95.469,95.949,96.439,94.623,94.627,94.475,95.130,94.885,92.429,91.260,90.951
 "17820","Colorado Springs, CO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",97.997,101.539,99.126,102.453,102.198,101.284,101.057,99.713,98.961,101.997,97.897,100.332,98.577,96.455,96.838,98.113,100.707
 "17860","Columbia, MO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",93.519,93.486,93.021,91.926,93.446,92.534,92.875,91.480,91.166,91.095,91.591,92.401,91.110,89.516,87.805,89.125,89.438
 "17900","Columbia, SC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",93.542,92.307,94.122,95.252,94.380,94.720,94.136,94.651,94.596,93.608,92.336,91.021,89.842,93.235,93.422,93.223,93.662
 "17980","Columbus, GA-AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",88.446,87.335,90.807,91.495,90.112,90.461,91.071,91.210,90.464,89.636,88.311,87.841,86.315,88.912,89.390,88.841,89.296
 "18020","Columbus, IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",83.986,86.133,90.525,89.015,90.445,88.718,90.342,87.604,87.882,87.334,94.024,93.822,91.419,91.829,90.278,90.233,93.003
 "18140","Columbus, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",96.565,95.998,95.932,94.088,95.401,95.457,95.275,94.512,94.569,93.654,95.274,95.628,94.417,94.858,94.093,94.630,95.469
 "18580","Corpus Christi, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.598,92.063,95.326,94.680,95.052,96.915,96.143,95.942,96.881,96.186,93.800,94.572,94.920,94.309,93.325,91.714,92.671
 "18700","Corvallis, OR (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",99.323,99.992,96.989,96.234,96.594,96.861,98.758,98.732,98.906,98.794,103.223,102.982,102.697,101.934,106.079,106.506,104.017
 "18880","Crestview-Fort Walton Beach-Destin, FL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.807,94.293,96.054,97.079,97.962,96.763,97.347,97.241,96.775,95.515,96.184,95.844,94.894,96.821,97.929,98.357,97.031
 "19100","Dallas-Fort Worth-Arlington, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",101.355,101.524,101.299,100.229,100.776,101.045,100.237,99.117,98.038,99.650,101.116,103.400,104.526,103.964,103.412,102.490,103.090
 "19140","Dalton, GA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",89.264,85.192,89.346,87.487,88.543,87.910,89.024,88.662,87.585,85.287,88.780,87.629,84.490,90.726,90.373,90.443,89.844
 "19300","Daphne-Fairhope-Foley, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.259,94.583,96.711,93.415,95.873,94.195,94.109,93.510,94.846,95.653,91.459,94.629,90.750,92.043,91.259,94.195,94.690
 "19340","Davenport-Moline-Rock Island, IA-IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",94.795,93.192,94.031,91.873,93.208,93.170,92.422,91.395,90.693,91.128,91.927,91.978,91.617,91.357,88.730,89.163,89.079
 "19430","Dayton-Kettering-Beavercreek, OH (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",96.044,94.636,94.228,93.127,93.119,93.613,93.487,92.602,92.712,91.862,92.823,92.484,91.829,92.320,91.453,92.377,92.694
 "19460","Decatur, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",89.808,85.203,88.843,90.550,88.233,90.744,87.291,90.242,89.227,88.958,87.239,84.359,87.151,86.159,87.433,89.202,87.212
 "19500","Decatur, IL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",91.003,91.752,89.376,91.517,93.018,89.656,90.265,88.847,88.921,85.984,89.892,89.541,88.296,89.504,87.324,86.661,88.422
 "19660","Deltona-Daytona Beach-Ormond Beach, FL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",98.614,96.644,96.155,97.972,97.535,97.118,97.627,98.175,98.254,98.231,97.071,95.753,96.681,97.775,98.808,99.142,99.367
 "19740","Denver-Aurora-Centennial, CO (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",105.797,103.348,101.901,104.958,105.113,104.895,104.826,105.002,105.174,104.327,102.397,104.392,109.361,109.067,107.334,105.768,105.782
 "19780","Des Moines-West Des Moines, IA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.140,97.154,95.242,94.385,95.484,95.755,95.932,94.563,94.602,93.923,95.520,95.607,93.807,93.414,92.054,92.752,91.701
 "19820","Detroit-Warren-Dearborn, MI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",100.590,100.179,99.412,98.541,97.850,98.357,98.700,96.850,96.275,95.817,97.251,98.442,98.338,96.408,96.266,98.187,100.298
 "20020","Dothan, AL (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",86.773,85.658,87.751,88.081,88.582,89.090,88.119,87.289,88.277,86.316,84.947,85.796,86.550,86.063,85.271,87.360,83.833
 "20100","Dover, DE (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",96.770,98.092,98.529,98.277,97.329,97.745,98.590,97.438,100.303,96.742,94.894,95.207,93.865,95.844,95.083,91.928,97.507
 "20220","Dubuque, IA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",93.433,92.647,91.714,91.319,91.814,92.484,92.753,91.297,91.197,91.527,90.464,89.932,89.765,88.148,86.369,89.059,87.328
 "20260","Duluth, MN-WI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",89.243,92.902,88.992,90.939,90.761,88.500,89.350,90.087,88.253,86.494,90.486,90.237,83.092,89.290,88.507,87.181,88.768
 "20500","Durham-Chapel Hill, NC (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",97.316,96.178,97.208,97.675,96.672,97.336,97.618,97.603,97.539,96.956,95.792,94.809,94.848,96.597,97.082,97.347,97.572
 "20580","Eagle Pass, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",84.397,80.528,85.857,81.688,85.915,82.844,87.876,85.463,84.605,83.912,86.488,85.558,89.137,88.019,81.136,81.960,83.805
 "20740","Eau Claire, WI (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",96.628,94.373,94.388,94.309,94.765,93.598,94.008,92.311,91.577,91.159,93.169,92.782,92.211,91.930,91.131,91.528,92.796
 "20940","El Centro, CA (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.251,96.230,95.219,94.835,94.023,94.333,91.828,94.515,95.731,95.772,92.771,96.350,96.905,95.588,100.046,100.151,95.174
 "21060","Elizabethtown, KY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",89.971,88.115,90.560,91.912,88.763,89.746,90.395,89.127,88.782,87.116,87.333,88.846,87.950,87.618,89.632,88.870,90.572
 "21140","Elkhart-Goshen, IN (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",96.615,94.097,92.854,93.541,92.617,91.316,92.166,92.107,90.108,91.022,92.459,91.449,91.021,87.713,91.620,92.545,90.325
 "21300","Elmira, NY (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",95.697,96.636,96.206,97.671,94.432,98.900,97.591,97.569,95.305,97.762,96.166,95.668,95.332,94.664,92.873,92.679,94.398
 "21340","El Paso, TX (Metropolitan Statistical Area)", ,MARPP,1,"...","RPPs: All items ","Index",92.494,92.696,94.625,95.785,95.591,94.777,94.114,94.002,95.186,94.710,91.424,91.643,92.722,92.811,90.955,90.785,89.912
