GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "14540","Bowling Green, KY (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",77.255,75.356,80.072,81.503,83.814,86.190,86.756,86.528,85.839,87.812,89.681,91.976,93.614,96.555,103.721,108.284,111.521
 "14580","Bozeman, MT (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",88.104,85.165,86.085,89.514,91.760,90.115,94.148,96.388,95.780,98.859,99.241,103.003,100.987,104.401,110.017,119.314,126.770
 "14740","Bremerton-Silverdale-Port Orchard, WA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",95.423,94.080,93.623,96.467,97.934,98.752,101.737,102.137,105.251,107.273,109.365,109.302,110.273,112.898,126.405,129.452,130.600
 "14860","Bridgeport-Stamford-Danbury, CT Metropolitan Statistical Area", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",104.357,104.621,102.609,105.793,107.636,110.049,111.910,110.579,111.848,111.943,109.450,109.944,113.668,115.745,127.640,128.960,132.155
 "15180","Brownsville-Harlingen, TX (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",75.830,76.647,78.798,83.133,84.355,83.902,85.368,85.980,88.009,87.982,86.872,90.754,88.980,95.723,98.813,103.277,106.322
 "15260","Brunswick-St. Simons, GA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",78.665,76.780,81.230,82.388,85.028,86.026,88.346,87.134,87.674,89.192,93.612,89.758,93.122,98.175,106.146,108.312,108.465
 "15380","Buffalo-Cheektowaga, NY (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",86.534,86.846,87.031,89.207,90.914,93.190,92.047,95.092,95.809,97.271,97.575,97.888,98.576,103.387,109.127,114.391,118.527
 "15500","Burlington, NC (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",82.483,81.694,83.720,86.740,88.212,89.886,90.038,90.671,90.601,92.184,93.286,93.603,93.911,97.428,106.835,112.019,115.252
 "15540","Burlington-South Burlington, VT (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",91.899,93.075,92.320,94.583,97.085,98.958,96.605,100.093,100.386,103.686,104.221,108.200,109.958,111.754,123.361,121.419,124.839
 "15940","Canton-Massillon, OH (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",83.271,81.907,83.828,84.661,87.169,88.130,89.299,88.627,88.801,90.265,92.748,94.268,93.020,97.783,103.020,106.778,110.565
